# Do not change the format of file
# File created by X GXT Editor
# http://www.x-squares.com/File/fi/0/X-GXT-Editor.aspx



	9DC12424	К сожалению, ЮРИСТКА отправил(а) вам отказ со словами "Извини, кажется, мы друг другу не подходим."
	1B3EACC8	К сожалению, NIKO_STRAIGHT отправил(а) вам отказ со словами ЗАГЛУШКА!!!
	239EB5D4	НИКОЛИБЕРТИ, наши компьютеры вычислили, что вместе с ЮЖБОХ вы образуете идеальную пару <a href="www.love-meet.net">LoveMeet</a>! Ваши общие интересы: компьютеры и одиночество. Любовь, дружба и секс без обязательств близки как никогда! Если вам не подойдет предложенный партнер, мы скоро подберем другую кандидатуру, а пока вы можете воспользоваться услугами лучших проституток LoveMeet на Чейз-Пойнт.
	12301593	К сожалению, МАЛКОМСЕКС отправил(а) вам отказ со словами "Ну нет, чувак."
	1855293C	К сожалению, мы больше ничем не можем Вам помочь.
	3588C5C7	ЗАГЛУШКА
	5EBFAC15	К сожалению, МАРК ТЕННИНЧ отправил(а) вам отказ со словами "Подожди некоторое время, а потом попробуй еще раз..."
	5ECDB2FC	ЗАГЛУШКА
	51D599F9	К сожалению, МАЛКОМСЕКС отправил(а) вам отказ со словами "Ну нет, чувак."
	52B94F55	ЗАГЛУШКА
	60F2EBC8	ЗАГЛУШКА
	64C4BED7	Уважаемый пользователь,
	68E0FE38	ЗАГЛУШКА
	61BAAC14	К сожалению, ДЖЕННИФЫР отправил(а) вам отказ со словами "Привет, ты довольно симпатичный, но мне хочется чего-то большего, понимаешь? Больше, чем просто симпатичный."
	64043E56	К сожалению, МАЛЫШВИЛЛИ отправил(а) вам отказ со словами "Не твоя весовая категория, приятель. Опусти планку!"
	371B1AAD	ЗАГЛУШКА
	379A657F	К сожалению, БЫСТРЫЙРУПЕРТ отправил(а) вам отказ со словами "М-м, ты обаятельный, но все-таки нет."
	35C4DA24	К сожалению, ОСКАР УАЙЛД отправил(а) вам отказ со словами "Я ищу ДЕВУШКУ! Боже, сколько можно?"
	361AE4C7	К сожалению, мы больше ничем не можем Вам помочь.
	3C8FE7BA	К сожалению, НИКМЕЙСТЕР отправил(а) вам отказ со словами "Извини, если расстрою, но у меня сейчас нет времени на свидания."
	4703F6AB	К сожалению, ВОЗЬМИМЕНЯ отправил(а) вам отказ со словами "Я не твоего поля ягода."
	4A8983A9	К сожалению, ЧЕРНЫЙ МАТТЕ отправил(а) вам отказ со словами "То есть мы познакомимся через Интернет и "соединимся"? Это все вранье, и ты увяз в нем по уши!"
	41B5F202	НИКОЛИБЕРТИ, наши компьютеры вычислили, что вы образуете идеальную пару <a href="www.love-meet.net">LoveMeet</a> как с ЮРИСТКОЙ, так и с ЮЖБОХ! Попробуйте пригласить на свидание сразу обеих или выберите одну из них. Встречаться с двумя? В Либерти-Сити это элементарно, если вы пользуетесь нашим порталом! Любовь, дружба и секс без обязательств близки как никогда.
	42E16078	ЗАГЛУШКА
